UniProtID,ProteinID,Protein names,Gene,Gene2,Gene3,Gene4,Gene5,Gene6,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
Q5T0D9,TPRGL_HUMAN,Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A),TPRG1L,FAM79A,MOVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0F9,C2D1B_HUMAN,Coiled-coil and C2 domain-containing protein 1B (Five prime repressor element under dual repression-binding protein 2) (FRE under dual repression-binding protein 2) (Freud-2),CC2D1B,KIAA1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0N5,FBP1L_HUMAN,Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1),FNBP1L,C1orf39,TOCA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T0Z8,CF132_HUMAN,Uncharacterized protein C6orf132,C6orf132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T160,SYRM_HUMAN,"Probable arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",RARS2,RARSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T1C6,THEM4_HUMAN,Acyl-coenzyme A thioesterase THEM4 (Acyl-CoA thioesterase THEM4) (EC 3.1.2.2) (Carboxyl-terminal modulator protein) (Thioesterase superfamily member 4),THEM4,CTMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T1M5,FKB15_HUMAN,FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL),FKBP15,KIAA0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T1R4,ZEP3_HUMAN,Transcription factor HIVEP3 (Human immunodeficiency virus type I enhancer-binding protein 3) (Kappa-B and V(D)J recombination signal sequences-binding protein) (Kappa-binding protein 1) (KBP-1) (Zinc finger protein ZAS3),HIVEP3,KBP1,KIAA1555,KRC,ZAS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T1V6,DDX59_HUMAN,Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5),DDX59,ZNHIT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T200,ZC3HD_HUMAN,Zinc finger CCCH domain-containing protein 13,ZC3H13,KIAA0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T230,UTF1_HUMAN,Undifferentiated embryonic cell transcription factor 1,UTF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T280,CI114_HUMAN,Putative methyltransferase C9orf114 (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (SPOUT domain-containing methyltransferase 1),SPOUT1,C9orf114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T2E6,ARMD3_HUMAN,Armadillo-like helical domain-containing protein 3,ARMH3,C10orf76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T2T1,MPP7_HUMAN,MAGUK p55 subfamily member 7,MPP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T2W1,NHRF3_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3),PDZK1,CAP70,NHERF3,PDZD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T3F8,CSCL2_HUMAN,CSC1-like protein 2 (Transmembrane protein 63B),TMEM63B,C6orf110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T3I0,GPTC4_HUMAN,G patch domain-containing protein 4,GPATCH4,GPATC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T440,CAF17_HUMAN,"Putative transferase CAF17, mitochondrial (EC 2.1.-.-) (Iron-sulfur cluster assembly factor homolog)",IBA57,C1orf69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T447,HECD3_HUMAN,E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3),HECTD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T4B2,GT253_HUMAN,Inactive glycosyltransferase 25 family member 3 (Cerebral endothelial cell adhesion molecule),CERCAM,CEECAM1,GLT25D3,KIAA1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T4S7,UBR4_HUMAN,E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600) (p600) (Zinc finger UBR1-type protein 1),UBR4,KIAA0462,KIAA1307,RBAF600,ZUBR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5C0,STXB5_HUMAN,Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1),STXBP5,LLGL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5P2,SKT_HUMAN,Sickle tail protein homolog,KIAA1217,SKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5U3,RHG21_HUMAN,Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21),ARHGAP21,ARHGAP10,KIAA1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5X7,BEND3_HUMAN,BEN domain-containing protein 3,BEND3,KIAA1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T5Y3,CAMP1_HUMAN,Calmodulin-regulated spectrin-associated protein 1,CAMSAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T653,RM02_HUMAN,"39S ribosomal protein L2, mitochondrial (L2mt) (MRP-L2) (Mitochondrial large ribosomal subunit protein uL2m)",MRPL2,CGI-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6F2,UBAP2_HUMAN,Ubiquitin-associated protein 2 (UBAP-2),UBAP2,KIAA1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6J7,GNTK_HUMAN,Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase),IDNK,C9orf103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T6V5,QSPP_HUMAN,Queuosine salvage protein,C9orf64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T764,IFT1B_HUMAN,Interferon-induced protein with tetratricopeptide repeats 1B (Interferon-induced protein with tetratricopeptide repeats 1-like protein),IFIT1B,IFIT1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7N2,LITD1_HUMAN,LINE-1 type transposase domain-containing protein 1 (ES cell-associated protein 11),L1TD1,ECAT11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7N3,KANK4_HUMAN,KN motif and ankyrin repeat domain-containing protein 4 (Ankyrin repeat domain-containing protein 38),KANK4,ANKRD38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7V8,GORAB_HUMAN,RAB6-interacting golgin (N-terminal kinase-like-binding protein 1) (NTKL-BP1) (NTKL-binding protein 1) (hNTKL-BP1) (SCY1-like 1-binding protein 1) (SCYL1-BP1) (SCYL1-binding protein 1),GORAB,NTKLBP1,SCYL1BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T8D3,ACBD5_HUMAN,Acyl-CoA-binding domain-containing protein 5,ACBD5,KIAA1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T8P6,RBM26_HUMAN,RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26),RBM26,C13orf10,PRO1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T9A4,ATD3B_HUMAN,ATPase family AAA domain-containing protein 3B (AAA-TOB3),ATAD3B,KIAA1273,TOB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T9G4,ARM12_HUMAN,Armadillo repeat-containing protein 12,ARMC12,C6orf81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TA45,INT11_HUMAN,Integrator complex subunit 11 (Int11) (EC 3.1.27.-) (Cleavage and polyadenylation-specific factor 3-like protein) (CPSF3-like protein) (Protein related to CPSF subunits of 68 kDa) (RC-68),INTS11,CPSF3L,RC68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TAQ9,DCAF8_HUMAN,DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A),DCAF8,H326,WDR42A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TAT6,CODA1_HUMAN,Collagen alpha-1(XIII) chain (COLXIIIA1),COL13A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TAX3,TUT4_HUMAN,Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11),TUT4,KIAA0191,ZCCHC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TBB1,RNH2B_HUMAN,Ribonuclease H2 subunit B (RNase H2 subunit B) (Aicardi-Goutieres syndrome 2 protein) (AGS2) (Deleted in lymphocytic leukemia 8) (Ribonuclease HI subunit B),RNASEH2B,DLEU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TBC7,B2L15_HUMAN,Bcl-2-like protein 15 (Bcl2-L-15),BCL2L15,C1orf178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TC12,ATPF1_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 1 (ATP11 homolog),ATPAF1,ATP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TC63,GRTP1_HUMAN,Growth hormone-regulated TBC protein 1 (TBC1 domain family member 6),GRTP1,TBC1D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TC84,OGRL1_HUMAN,Opioid growth factor receptor-like protein 1,OGFRL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCH4,CP4AM_HUMAN,Cytochrome P450 4A22 (CYPIVA22) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80),CYP4A22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCQ9,MAGI3_HUMAN,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 (Membrane-associated guanylate kinase inverted 3) (MAGI-3)",MAGI3,KIAA1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TCZ1,SPD2A_HUMAN,SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains),SH3PXD2A,FISH,KIAA0418,SH3MD1,TKS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TD94,RSH4A_HUMAN,Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3),RSPH4A,RSHL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TDH0,DDI2_HUMAN,Protein DDI1 homolog 2 (EC 3.4.23.-),DDI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TEC6,H3PS2_HUMAN,Histone HIST2H3PS2,H3-2,HIST2H3PS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TEJ8,THMS2_HUMAN,Protein THEMIS2 (Induced by contact to basement membrane 1 protein) (Protein ICB-1) (Thymocyte-expressed molecule involved in selection protein 2),THEMIS2,C1orf38,ICB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TEU4,NDUF5_HUMAN,"Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)",NDUFAF5,C20orf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TEZ5,CF163_HUMAN,Uncharacterized protein C6orf163,C6orf163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TF21,SOGA3_HUMAN,Protein SOGA3,SOGA3,C6orf174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TFE4,NT5D1_HUMAN,5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-),NT5DC1,NT5C2L1,LP2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TGJ6,HDGL1_HUMAN,Hepatoma-derived growth factor-like protein 1 (PWWP domain-containing protein 1),HDGFL1,PWWP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TGY3,AHDC1_HUMAN,AT-hook DNA-binding motif-containing protein 1,AHDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TGZ0,MIC10_HUMAN,MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1),MICOS10,C1orf151,MIC10,MINOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TH69,BIG3_HUMAN,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (ARFGEF family member 3),ARFGEF3,BIG3,C6orf92,KIAA1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TKA1,LIN9_HUMAN,Protein lin-9 homolog (HuLin-9) (hLin-9) (Beta subunit-associated regulator of apoptosis) (TUDOR gene similar protein) (Type I interferon receptor beta chain-associated protein) (pRB-associated protein),LIN9,BARA,TGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5TZA2,CROCC_HUMAN,Rootletin (Ciliary rootlet coiled-coil protein),CROCC,KIAA0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U5X0,LYRM7_HUMAN,Complex III assembly factor LYRM7 (LYR motif-containing protein 7),LYRM7,C5orf31,MZM1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U649,CL060_HUMAN,Uncharacterized protein C12orf60,C12orf60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U651,RAIN_HUMAN,Ras-interacting protein 1 (Rain),RASIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5UCC4,EMC10_HUMAN,ER membrane protein complex subunit 10 (Hematopoietic signal peptide-containing membrane domain-containing protein 1),EMC10,C19orf63,INM02,UNQ764/PRO1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5UE93,PI3R6_HUMAN,Phosphoinositide 3-kinase regulatory subunit 6 (Phosphoinositide 3-kinase gamma adapter protein of 87 kDa) (p84 PI3K adapter protein) (p84 PIKAP) (p87 PI3K adapter protein) (p87PIKAP),PIK3R6,C17orf38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5UIP0,RIF1_HUMAN,Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog),RIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VIR6,VPS53_HUMAN,Vacuolar protein sorting-associated protein 53 homolog,VPS53,PP13624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VSL9,STRP1_HUMAN,Striatin-interacting protein 1 (Protein FAM40A),STRIP1,FAM40A,KIAA1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VST9,OBSCN_HUMAN,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),OBSCN,KIAA1556,KIAA1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VT25,MRCKA_HUMAN,Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha),CDC42BPA,KIAA0451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VT52,RPRD2_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2,KIAA0460,HSPC099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VT66,MARC1_HUMAN,Mitochondrial amidoxime-reducing component 1 (mARC1) (EC 1.7.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 1) (MOSC domain-containing protein 1) (Moco sulfurase C-terminal domain-containing protein 1),MTARC1,Mar-01,MOSC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VT79,AXA81_HUMAN,Annexin A8-like protein 1,ANXA8L1,ANXA8L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTB9,RN220_HUMAN,E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220),RNF220,C1orf164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTE6,ANGE2_HUMAN,Protein angel homolog 2,ANGEL2,KIAA0759L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTL8,PR38B_HUMAN,Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27),PRPF38B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTR2,BRE1A_HUMAN,E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A),RNF20,BRE1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTT5,MYOM3_HUMAN,Myomesin-3 (Myomesin family member 3),MYOM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VU43,MYOME_HUMAN,Myomegalin (Cardiomyopathy-associated protein 2) (Phosphodiesterase 4D-interacting protein),PDE4DIP,CMYA2,KIAA0454,KIAA0477,MMGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VU65,P210L_HUMAN,Nuclear pore membrane glycoprotein 210-like (Nucleoporin 210 kDa-like) (Nucleoporin Nup210-like),NUP210L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VUA4,ZN318_HUMAN,Zinc finger protein 318 (Endocrine regulatory protein),ZNF318,HRIHFB2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VUJ6,LRCH2_HUMAN,Leucine-rich repeat and calponin homology domain-containing protein 2,LRCH2,KIAA1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VUM1,SDHF4_HUMAN,"Succinate dehydrogenase assembly factor 4, mitochondrial (SDH assembly factor 4) (SDHAF4)",SDHAF4,C6orf57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VV41,ARHGG_HUMAN,Rho guanine nucleotide exchange factor 16 (Ephexin-4),ARHGEF16,EPHEXIN4,NBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VV42,CDKAL_HUMAN,Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase),CDKAL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VVH2,Q5VVH2_HUMAN,Peptidylprolyl isomerase (EC 5.2.1.8),FKBP1C,hCG_1998784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VVQ6,OTU1_HUMAN,Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2),YOD1,DUBA8,HIN7,OTUD2,PRO0907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VW32,BROX_HUMAN,BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein),BROX,BROFTI,C1orf58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VW36,FOCAD_HUMAN,Focadhesin,FOCAD,KIAA1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VW38,GP107_HUMAN,Protein GPR107 (Lung seven transmembrane receptor 1),GPR107,KIAA1624,LUSTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VWG9,TAF3_HUMAN,Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140),TAF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VWJ9,SNX30_HUMAN,Sorting nexin-30,SNX30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VWP3,MLIP_HUMAN,Muscular LMNA-interacting protein (Cardiac Isl1-interacting protein) (CIP) (Muscular-enriched A-type laminin-interacting protein),MLIP,C6orf142,Cip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VWQ8,DAB2P_HUMAN,Disabled homolog 2-interacting protein (DAB2 interaction protein) (DAB2-interacting protein) (ASK-interacting protein 1) (AIP-1) (DOC-2/DAB-2 interactive protein),DAB2IP,AF9Q34,AIP1,KIAA1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VWZ2,LYPL1_HUMAN,Lysophospholipase-like protein 1 (EC 3.1.2.-),LYPLAL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VXT5,SYPL2_HUMAN,Synaptophysin-like protein 2,SYPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VYK3,ECM29_HUMAN,Proteasome adapter and scaffold protein ECM29 (Ecm29 proteasome adapter and scaffold) (Proteasome-associated protein ECM29 homolog),ECPAS,ECM29,KIAA0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
